Date,Dew Point Temperature (F),Average Temperature (F),Visibility (mi),Average Wind Speed (knots),Maximum Sustained Wind Speed (knots),Maximum Gust (knots),Maximum Temperature (F),Minimum Temperature (F),Precipitation (in)
11/19/21,59.8,70,6.7,4.4,7.8,999.9,76.8,59,0
11/20/21,65.7,74.8,5.6,4.8,11.7,15.5,83.7,63.1,0
11/21/21,64,71.7,6,6.9,17.5,27.4,83.7,57.2,0.04
11/22/21,45,58.3,6.5,13.2,19.4,27.4,79.3,53.8,0.07
11/23/21,42.6,58.1,6.7,6.4,13.6,20.6,64.4,49.5,0
11/24/21,43,62.6,6.7,4.1,7.8,13.2,71.6,49.1,0
11/25/21,43.1,65.5,6.7,5,11.7,12.4,77,52.5,0
11/26/21,41.1,68,6.7,5.7,11.7,13.6,77.7,51.8,0
11/27/21,45.5,67.8,6.7,5.9,9.7,17.3,77.7,55.8,0
11/28/21,50.7,69.3,6.7,5.9,11.7,14.6,78.8,56.5,0
11/29/21,53.2,71.4,6.7,7.8,13.6,16.5,80.6,59,0
11/30/21,44.5,63.2,6,12.3,19.2,31.5,80.6,46.4,0
12/1/21,30.1,59.2,6.7,10.7,17.5,23.3,71.4,45.3,0
12/2/21,30.7,59.2,6.7,5.3,9.7,14.4,70.2,43.3,0
12/3/21,30.4,60.4,6.7,7.9,17.5,23.3,72.1,43,0
12/4/21,34.4,60.5,6.7,4.1,9.7,17.5,72.1,42.3,0
12/5/21,38.4,60.5,6.5,3.9,9.7,14.4,73.4,44.1,0
12/6/21,36.5,62.9,6.7,6.1,13.6,14.6,73.4,45.5,0
12/7/21,45.8,66.5,6.7,4.2,9.7,13.8,75.7,46,0
12/8/21,53.7,69,6.4,2.7,5.8,999.9,79.7,53.1,0
12/9/21,53.1,67.5,5.7,3.2,7.8,9.9,79.7,54,0
12/10/21,54.2,67.3,5.8,3.2,5.8,999.9,77.7,52.5,0
12/11/21,57.9,69.3,6,2.9,3.9,999.9,80.6,54.5,0
12/12/21,52.6,65.9,6.4,10.5,19.4,22.7,80.2,55.4,0
12/13/21,48.7,61.9,6.7,6,13.6,20.6,79,52.3,0
12/14/21,54.1,66.2,6,3.5,7.8,12.6,76.1,52.3,0.01
12/15/21,63.8,67.8,3.9,3.7,5.8,999.9,76.1,54.7,0.02
12/16/21,65.2,71.2,5.3,6.3,13.6,16.7,79,62.8,0.04
12/17/21,46.1,62,6.7,14,23.3,29.1,79,52.5,0.02
12/18/21,34.6,58.5,6.7,10.8,15.5,23.9,71.1,50,0
12/19/21,32.2,61.5,6.5,4.9,13.6,17.1,68,48.9,0
12/20/21,50.2,56.3,5.6,6.2,13.6,20.2,64.6,49.5,2
12/21/21,56,60.5,6,7,13.6,20.2,66.2,52.2,0.83
12/22/21,49.8,64.9,6.7,5.3,9.7,17.5,72.5,54.1,0
12/23/21,54.4,61.3,6.5,3.3,5.8,9.9,72.5,55.4,0
12/24/21,57.6,65.4,5.8,3.8,7.8,11.3,75.4,55,0
12/25/21,48.9,61.7,5.9,10.6,15.5,999.9,75.4,50.7,0
12/26/21,41.9,49.4,6.7,12.5,17.5,21,71.2,42.1,0.3
12/27/21,37.4,48.7,6.7,9.1,13.6,21,55.2,42.1,0.01
12/28/21,44,51.5,5.7,6,7.8,13.8,56.5,43.7,0
12/29/21,48,54.7,5.7,7.2,9.7,17.3,62.4,47.1,0
12/30/21,43.8,60.3,6.7,8,11.7,17.3,67.8,51.6,0
12/31/21,45.4,60.6,6.7,4,9.9,15,70,49.1,0
1/1/22,48.3,63.3,6.3,5.3,11.7,12.4,73.4,49.1,0
1/2/22,50.7,63.5,6.6,4.1,7.8,12.4,73.6,51.3,0
1/3/22,54.7,65.2,5.5,2.6,5.8,999.9,77,52,0
1/4/22,57.9,67.5,4,3.4,5.8,999.9,77,53.2,0
1/5/22,59.5,68,4.9,2.7,5.8,11.7,77,54.5,0
1/6/22,53.8,65.9,6.1,5,9.7,19.4,75.6,54.9,0
1/7/22,48.8,61.6,6.7,7.1,11.7,13.4,74.3,52.2,0
1/8/22,51.2,62.9,6.2,3.4,5.8,13.2,71.6,51.4,0
1/9/22,51.8,58.8,6.5,5.8,11.7,14.6,70.2,53.1,0
1/10/22,51.9,56.6,6.4,7.4,15.5,21.8,64.9,51.8,0.12
1/11/22,40.3,54.6,6.7,9.3,21.4,25.3,64.9,48.2,0.02
1/12/22,42,56.2,6,4.2,7.8,9.9,63,48.2,0
1/13/22,42.1,57.4,6.4,6.8,11.7,14.6,64.4,48.9,0
1/14/22,44.8,56.9,6,3.5,5.8,14.6,63.1,51.8,0
1/15/22,54.2,61.4,3.4,3.1,5.8,999.9,67.5,53.1,0
1/16/22,56,63.2,4.2,5.7,9.7,11.8,72.3,56.5,0
1/17/22,50.8,57.6,6.3,8.1,11.7,18.3,72.3,52.2,0
1/18/22,49.2,56.4,6.6,5.5,11.7,17.3,64.9,48.2,0.01
1/19/22,46.6,57,6.7,5.7,11.7,14.4,68,45.9,0
1/20/22,50.3,61.5,6.7,3.2,5.8,10.5,72,45.9,0
1/21/22,54.6,66.1,6,2.6,5.8,11.7,73.4,51.8,0
1/22/22,61.6,66,3.8,2.9,5.8,999.9,73.2,52.7,0.01
1/23/22,64.5,67.5,4,2.6,7.8,999.9,72,61.2,0.07
1/24/22,55.8,58.4,5,6.8,11.7,17.1,70.3,53.6,0.18
1/25/22,56.3,61.3,6.4,4,6.2,17.1,66.9,54.3,0
1/26/22,59.4,64.3,6,2.6,5.8,10.1,70.3,55.2,0
1/27/22,62.3,70,6.3,4.2,7.8,19.4,79,56.7,0
1/28/22,53.5,62.4,6.7,7.6,11.7,15.7,79,55.4,0
1/29/22,45.5,51.1,6.7,10.4,15.5,22.5,71.2,45.9,0.03
1/30/22,39.4,49.8,6.7,10.5,15.5,22.5,59.7,44.6,0
1/31/22,44.2,46.4,5.3,6.2,11.7,16.7,59.4,43.3,0.45
2/1/22,46.6,49.8,6.3,7.1,11.7,16.5,53.6,43.3,0.75
2/2/22,47,48.9,6.1,7.2,11.7,17.9,51.8,45.5,1.02
2/3/22,44.6,49.8,6.6,8.9,11.7,17.3,51.8,45,0.38
2/4/22,40.4,50.4,6.7,9.5,13.6,17.9,59.5,44.1,0
2/5/22,42.4,52.2,6.7,6.4,11.7,17.7,59.5,44.1,0
2/6/22,48.7,54.6,7.2,3.5,7.8,12.6,60.4,46.2,0
2/7/22,53.2,56.7,5.6,6.6,11.7,14.8,61,50,0.07
2/8/22,44,49.9,6.7,8.3,13.6,18.8,61,47.3,0
2/9/22,45.2,49.3,6.7,6,11.7,16.7,57.4,47.3,0
2/10/22,50.8,51.9,5.2,3.4,5.8,16.1,57.9,47.7,0.01
2/11/22,56.3,61.9,6,4.8,9.7,14.8,74.5,48.2,0.01
2/12/22,52.5,59,6.7,7.9,11.7,17.1,74.5,53.6,0
2/13/22,48.7,52.6,6.7,8,13.6,20.6,72.7,49.6,0.11
2/14/22,47.9,59.6,6.7,5.5,9.7,16.1,71.4,49.6,0
2/15/22,50.4,62.1,6.7,4.4,9.7,15.2,71.8,51.1,0
2/16/22,56.3,62.9,5.6,4.8,5.8,10.7,71.8,53.4,0.07
2/17/22,58.6,59.9,4.1,4.9,9.7,14,69.3,56.7,0.18
2/18/22,53.7,55.7,5,8.7,17.5,20.2,63.7,48.2,0.06
2/19/22,43.5,45.5,5.1,14.6,19.4,28.7,63.7,41.4,2.45
2/20/22,40.9,43.1,5.2,11.3,19.4,28.7,46.4,40.1,1.8
2/21/22,42.6,44.4,5.5,8.5,11.7,19.4,46.4,39.9,0.8
2/22/22,43.5,45.8,5.4,8.8,11.7,21,48.4,40.5,0.13
2/23/22,39.3,48.7,6.7,11.7,17.5,23.3,57.4,41.9,0
2/24/22,40.7,52.5,6.7,5.7,9.7,19,61.9,41.9,0
2/25/22,44.9,57.1,6.7,3.5,9.7,11.5,67.3,44.1,0
2/26/22,50.7,63.3,5.6,2.9,5.8,999.9,75.9,45,0
2/27/22,54.3,67.4,5.7,5,11.7,16.5,78.8,47.1,0
2/28/22,59.5,70.7,6.7,4.6,9.7,14,78.8,52.5,0
3/1/22,61.2,72.8,5.8,4.9,11.7,12,80.6,59.2,0
3/2/22,61.2,73.2,6.2,5.2,9.7,13.2,82.9,61.3,0
3/3/22,61.6,71.4,5.6,4.3,9.7,13,82.9,58.5,0
3/4/22,63,73.9,5,3.2,5.8,12.6,84.2,58.3,0
3/5/22,65,76.1,4.6,5.9,11.7,13.2,86,60.1,0
3/6/22,60.7,72.3,6.4,6.6,15.5,999.9,84,64,0.44
3/7/22,46.2,65.8,6.7,10.1,17.5,30.5,79.2,48.7,0.13
3/8/22,44.3,64.6,6.7,4.6,11.7,13.2,75.2,47.8,0
3/9/22,49.9,66.7,6.7,3.9,7.8,13.2,78.8,47.1,0
3/10/22,56.8,71.5,6.7,3.7,9.7,12.8,82.4,51.4,0
3/11/22,60.9,72.6,6.7,3.6,5.8,11.7,82.4,57.2,0
3/12/22,62.2,75.6,6.4,4.7,9.7,14.8,86,59,0
3/13/22,65.8,77.8,6.7,3.7,5.8,13.6,86,62.1,0
3/14/22,67.3,78.2,6.5,2.8,3.9,999.9,86.2,64.8,0
3/15/22,67.7,79.1,5.2,4.4,9.7,14,87.8,64.4,0
3/16/22,67.7,76,6.7,5,7.8,14,87.3,67.1,0
3/17/22,71.1,76.5,5,4.4,7.8,13,84.2,68.4,0.43
3/18/22,67.4,76.9,6,5,11.7,14,84.7,68,0
3/19/22,69,77.9,6.2,6.9,11.7,16.1,86,69.3,0
3/20/22,69.8,74.5,5.7,5.3,9.7,15.7,82.8,70.2,0.13
3/21/22,72.6,77.9,5.7,6.3,9.7,15.3,82.4,70.3,0
3/22/22,64.7,69.1,6.1,9.8,13.6,25.1,85.1,55.2,0.43
3/23/22,54.3,56.2,6,6.1,13.6,25.1,85.1,53.8,1.13
3/24/22,59.2,59.5,3.7,2.7,5.8,9.9,63.7,54.3,1.38
3/25/22,72,72.6,3.3,3,7.8,11.5,77.4,55.9,1.76
3/26/22,67.1,72.7,5.6,8.5,17.5,19,89.6,63.9,0.41
3/27/22,56.2,63.2,6.5,8.9,13.6,21.2,86.4,56.1,0.74
3/28/22,56.9,61.1,6.7,4.2,7.8,16.1,72.3,56.1,0.17
3/29/22,61.1,65.4,6.7,2.9,5.8,999.9,68,56.1,0
3/30/22,68,73,6,2.7,5.8,999.9,81.5,60.4,0
3/31/22,67.1,77,5.7,7.2,17.5,21,86.2,64.6,0.04
4/1/22,53.5,60.5,6.6,12.7,17.5,24.1,86.2,53.6,0.02
4/2/22,42.1,60.4,6.6,10.4,17.5,22.5,64.4,52.9,0.01
4/3/22,42.3,66.9,6.7,4.7,10.1,21.2,77.9,50.2,0
4/4/22,48.3,70.2,6.6,3.2,7.8,10.7,82.4,49.6,0
4/5/22,54.5,72.9,6.4,3.8,5.8,12,84.2,53.2,0
4/6/22,58.8,77.4,6.1,3.7,5.8,12.4,87.8,58.1,0
4/7/22,54.9,76.6,6.5,5.2,11.7,17.1,87.8,60.8,99.99
4/8/22,57.3,76.7,5.9,3.9,5.8,13.2,87.8,60.1,0
4/9/22,58.3,76.6,6.7,3.7,5.8,13.2,87.8,60.4,0
4/10/22,56.8,78.6,6.7,3.8,7.8,10.1,89.6,60.1,0
4/11/22,66.3,79.7,6.7,3.7,7.8,13.6,89.6,63.1,0
4/12/22,68.8,81.6,6.7,6.5,9.7,14.2,91.4,67.5,99.99
4/13/22,65.2,76,6.7,8.2,13.6,20.6,86.7,63.9,0
4/14/22,60.6,77.2,6.7,6.9,11.7,20.6,86.5,63.9,0
4/15/22,63,78.2,6.7,6.2,9.7,15.7,86.5,68.2,0
4/16/22,61.8,66.9,6.1,7.3,11.7,15.7,84.2,59.7,0.04
4/17/22,59.4,63.4,6.4,5.8,9.7,999.9,75,59.7,0.06
4/18/22,59,60.9,5.5,5.6,9.7,999.9,70.9,58.1,0.34
4/19/22,60.5,62.6,6,3.5,7.8,999.9,66.2,57.6,0.5
4/20/22,64.4,70,5.2,2.9,5.8,999.9,75.2,57.9,0
4/21/22,68.1,77.6,4,4.1,7.8,999.9,84.4,62.1,0
4/22/22,72.6,78.2,5.8,5.2,7.8,999.9,86,69.8,0.04
4/23/22,73.9,76.8,4.9,4.1,11.7,999.9,86,69.8,4.74
4/24/22,75.8,80.7,5.9,6.6,15.5,999.9,87.8,69.8,0.27
4/25/22,76.1,83.3,6.7,7.9,13.6,999.9,91.4,74.7,0
4/26/22,76.3,82.6,6.7,6.2,13.6,999.9,89.6,76.8,0
4/27/22,75.8,84.4,6.7,6.2,11.7,999.9,91.4,76.5,0
4/28/22,76.9,83.3,6.7,7,11.7,999.9,91.4,74.3,0.06
4/29/22,72.4,79.7,6.7,5.4,11.7,999.9,91.4,71.6,0
4/30/22,69,74.7,6,7.6,13.6,999.9,86.9,62.6,0.43
5/1/22,59.4,61.1,5.4,9.6,13.6,999.9,83.8,56.7,2.48
5/2/22,56.5,66,6.7,6.8,13.6,999.9,73.4,56.7,0.07
5/3/22,58,72.6,6.7,4,7.8,999.9,82.4,57.6,0
5/4/22,61.3,76.3,6.6,3.1,5.8,999.9,86,60.1,0
5/5/22,67.4,79.5,6.2,2.8,7.8,999.9,87.8,63.9,0
5/6/22,69.3,81.8,6.2,3.6,5.8,999.9,91.4,66.9,0
5/7/22,73.4,74.7,3.8,3,5.8,999.9,87.4,71.1,0.54
5/8/22,70.5,74,5.6,3.9,5.8,999.9,80.4,68.9,0.11
5/9/22,71.7,78.8,6.6,4,9.7,999.9,84.2,68.9,0
5/10/22,75.9,77.5,5.7,4.8,9.7,999.9,83.1,70.7,0.72
5/11/22,75.5,76.9,6,5.4,17.5,999.9,82.4,73.4,0.56
5/12/22,74.2,74.4,5.7,3.6,11.7,999.9,79.3,73.4,3.2
5/13/22,71.8,72.7,5.7,5.3,11.7,999.9,79.3,69.8,1.55
5/14/22,71.8,73.5,5.4,4.5,9.7,999.9,77,69.4,1.99
5/15/22,64.8,69.2,5.8,10.3,15.5,999.9,77,62.6,0.31
5/16/22,60.2,67.9,6.3,8.2,15.5,999.9,75.9,58.8,0.1
5/17/22,62,74.3,6.7,3.4,7.8,999.9,86,58.1,0
5/18/22,64.6,78.5,6.7,2.7,3.9,999.9,85.3,62.6,0
5/19/22,67.7,81.1,6.7,3.6,5.8,999.9,87.8,69.1,0
5/20/22,71.8,83.6,6.1,4.2,7.8,999.9,91.4,71.8,0
5/21/22,73.8,78.2,4.8,5.5,9.7,999.9,91,71.6,1.21
5/22/22,73.7,75.2,4.8,5.1,7.8,999.9,84.9,71.6,0.27
5/23/22,74.9,76.2,4.7,4.7,7.8,999.9,82.8,72,0.06
5/24/22,76.8,81.1,6,3.7,5.8,999.9,87.8,72.5,0
5/25/22,77.7,81.4,5.5,3.6,7.8,999.9,87.8,76.1,0.11
5/26/22,76.9,84.4,6.7,4.8,9.7,999.9,91.4,77,0
5/27/22,78.2,79.4,5.3,4.1,15.5,999.9,87.8,76.1,1
5/28/22,78.4,84.8,6.6,7.1,11.7,999.9,93.2,76.1,0.07
5/29/22,79,84.4,6.6,5.6,13.6,999.9,91.4,78.6,0.1
5/30/22,77.7,86.1,6.7,5.2,11.7,999.9,95,77.5,0
5/31/22,78.2,82.8,6.6,5.4,9.7,999.9,93.2,77.4,0
6/1/22,78.8,82.4,6.5,4.5,9.7,999.9,89.4,75.2,1.57
6/2/22,78.9,83.7,6.7,7.3,11.7,999.9,91.4,75.9,0.57
6/3/22,79.9,83.8,6.6,7.2,17.5,999.9,93.2,77.7,0.38
6/4/22,79.4,87,6.7,8.3,13.6,19.4,95,78.4,0.01
6/5/22,78.5,87.2,7.2,8,11.7,999.9,93.2,81.3,0
6/6/22,77.7,81,6.1,4.7,11.7,999.9,91.4,74.5,0.99
6/7/22,76.9,78.4,5.7,5,13.6,27.2,89.1,73.9,1.9
6/8/22,77.1,80.5,6,6.3,13.6,999.9,86,73.9,0.02
6/9/22,77,77.9,4.6,5.1,13.6,999.9,84.2,75,2.98
6/10/22,78.5,81.3,6.4,4.2,9.7,999.9,87.8,75,0.12
6/11/22,78.3,81.2,6,5.5,15.5,999.9,87.8,77.2,0.2
6/12/22,79,81.8,6.5,5.1,13.6,999.9,91.4,75,0.46
6/13/22,79.1,82.1,5.9,6.2,19.4,35,91.4,75,2.29
6/14/22,77.1,77.9,6.2,4.2,11.7,23.3,90.7,75.2,0.82
6/15/22,76.1,78,5.6,3.4,17.5,999.9,86.9,73.4,1.28
6/16/22,78.8,81.2,4.9,4.5,11.7,999.9,87.8,73.6,0.14
6/17/22,78.7,84.9,6.7,8.6,17.5,999.9,89.6,75.9,0
6/18/22,79.6,83.7,6.5,8.3,13.6,999.9,89.6,77.7,0.52
6/19/22,80.5,84,6,7.5,11.7,999.9,91.4,77.7,0.13
6/20/22,79.7,83.8,6.6,7.4,11.7,19.4,87.8,80.1,0.6
6/21/22,79.8,83.1,6.7,5.9,9.7,999.9,86,80.6,0
6/22/22,78.2,86.6,6.7,7.3,11.7,999.9,95,80.2,0
6/23/22,77,87.5,6.7,5.8,9.7,17.5,96.8,76.5,0
6/24/22,76.4,88.4,6.7,5.1,9.7,999.9,96.8,76.1,0
6/25/22,76,88.1,6.7,6.8,13.6,999.9,98.6,76.5,0
6/26/22,77.1,85.5,6.7,5.3,9.7,19.4,95,77,0.13
6/27/22,79.1,86.7,6.7,6.8,15.5,25.3,95,77.9,0
6/28/22,77.1,88.4,6.7,5.1,7.8,999.9,96.8,76.5,0
6/29/22,78.4,87.8,6.7,5.4,13.6,999.9,98.6,76.1,0
6/30/22,77.7,84.4,6.7,6.1,15.5,25.3,96.4,77.2,0.08
7/1/22,76.3,83.7,6.7,10,13.6,999.9,91.4,76.6,0.28
7/2/22,77.8,78.9,5.3,11.3,15.5,21.4,88.5,76.1,3
7/3/22,80,81.4,5,11.2,19.4,27.2,86,76.6,1.22
7/4/22,80.7,81.5,6.2,7,13.6,999.9,84.2,78.4,0.56
7/5/22,81.5,83.7,6.5,5.3,9.7,999.9,87.8,79,0.06
7/6/22,79.3,81.9,6.5,4.9,9.7,999.9,86.9,78.8,0.01
7/7/22,78.6,80,6.4,5.2,9.7,13.6,89.6,75.2,1.51
7/8/22,79.5,85.2,6.5,4.5,9.7,999.9,95,77.2,0
7/9/22,79,87.4,6.7,4.3,7.8,999.9,95,77.4,0.2
7/10/22,78.5,88.7,6.7,4.9,9.7,999.9,98.6,77.2,0
7/11/22,76.5,89.5,6.7,5,9.7,999.9,98.6,76.5,0
7/12/22,75.7,89.3,6.7,4.6,9.7,999.9,98.6,76.1,0
7/13/22,75.2,89.6,6.7,3.7,5.8,999.9,98.6,76.5,0
7/14/22,77.2,90.2,6.7,5.2,7.8,17.5,98.6,76.8,0
7/15/22,78.6,86.2,6.7,4.7,15.5,25.3,100.4,77.9,1.2
7/16/22,78.6,90.8,6.7,8.7,11.7,999.9,98.6,77.9,0
7/17/22,79.8,89.2,6.7,6.1,11.7,999.9,96.8,83.3,0.02
7/18/22,81.1,87.9,6.7,5.9,11.7,999.9,95,82.4,0
7/19/22,78.7,89.1,6.7,7,11.7,999.9,98.6,78.8,0.04
7/20/22,77.7,89.2,6.7,7.1,13.6,999.9,100.4,78.1,0
7/21/22,77.2,90.9,6.7,5.2,9.7,999.9,100.4,77.5,0
7/22/22,75.8,92.4,6.7,3.6,5.8,999.9,102.2,77.4,0
7/23/22,76.8,93.4,6.7,4.3,7.8,15.5,102.2,78.8,0
7/24/22,77.3,93.9,6.7,3.9,7.8,13.6,104,80.6,0
7/25/22,78.9,94.6,6.6,4.9,9.7,999.9,104,80.2,0
7/26/22,78.3,92.9,6.6,6,9.7,999.9,104,82.6,0
7/27/22,77.5,92.2,6.7,4.8,9.7,13.6,102.2,79.9,0
7/28/22,78,93.4,6.7,4.4,7.8,999.9,102.2,79.7,0
7/29/22,76,94.1,6.5,5.4,9.7,21.4,104,80.1,0
7/30/22,76.4,83.4,6.4,5,27.2,42.7,100.4,75.2,0.04
7/31/22,75.6,90.9,6.7,4,7.8,13.6,100.4,75.2,0
8/1/22,75.4,92.6,7.2,4,7.8,999.9,102.2,78.6,0
8/2/22,74.9,91.6,6.7,5.3,9.7,999.9,100.4,78.1,0.23
8/3/22,77.9,82.7,6,4.5,11.7,999.9,99.9,77.2,0.09
8/4/22,78,80.7,5.1,8.5,17.5,999.9,91.4,76.8,1.22
8/5/22,77,83.7,6.7,7.4,13.6,999.9,93.2,76.3,0.02
8/6/22,78.2,84.1,6.7,5.3,13.6,999.9,96.8,75.2,0.11
8/7/22,75.8,89.1,6.7,5.3,7.8,999.9,98.6,75,0
8/8/22,76.2,83.8,6.5,5.3,23.3,999.9,98.6,75.4,0.63
8/9/22,76,81.7,6.5,7.5,15.5,999.9,94.5,75.4,0.67
8/10/22,77.6,80.8,6.2,8.8,19.4,999.9,87.8,75.4,2.09
8/11/22,78.3,79.8,5.8,5,11.7,999.9,87.6,74.5,0.48
8/12/22,77.5,78.2,6.4,4.4,9.7,999.9,86,73.9,0.63
8/13/22,78.3,83.2,6.1,3.6,9.7,999.9,89.8,73.9,0
8/14/22,77.9,88.3,6.2,3.8,7.8,999.9,95,76.5,0
8/15/22,77.4,91,6.7,3.9,7.8,999.9,100.4,78.1,0
8/16/22,77.6,87.3,6.7,4.5,13.6,999.9,98.6,77.4,0
8/17/22,77.2,84.6,6.7,5.7,13.6,999.9,95,76.6,0
8/18/22,78.6,85,6.7,4,7.8,999.9,91.9,76.6,0
8/19/22,78.3,85,6.7,5.7,25.3,999.9,95,76.8,0.04
8/20/22,77.6,81.1,6.5,5.6,17.5,25.3,93,76.5,0.79
8/21/22,78.8,82.7,6.6,3.9,11.7,21.4,93.2,76.5,0
8/22/22,78.4,87.9,6.7,3.3,7.8,19.4,95.4,77.7,0
8/23/22,79.5,91.6,6.7,3.8,7.8,999.9,100.4,77.7,0
8/24/22,76.3,90.6,6.7,9.5,15.5,25.3,100.4,76.6,0.13
8/25/22,75.9,80,6.3,8.8,15.5,25.3,97.2,75,0.79
8/26/22,80,83.9,6.7,4.5,9.7,999.9,93.2,75,0.09
8/27/22,78.3,87.6,6.7,3.4,5.8,999.9,95.2,77,0
8/28/22,79.3,90.5,6.5,4.7,11.7,13.6,100.4,77.5,0
8/29/22,79.9,87.4,6.3,4.2,7.8,999.9,96.6,79.3,0
8/30/22,78.1,83.8,6.3,4.9,13.6,999.9,91.9,76.3,0.26
8/31/22,79.1,86.1,6.6,5.3,11.7,999.9,93.7,76.1,0.17
9/1/22,75.1,84.3,6.3,8.9,13.6,999.9,93.7,76.5,0
9/2/22,69.2,84.1,6.7,10.8,15.5,25.3,91.4,73.6,0
9/3/22,66.2,85.1,6.7,8.7,15.5,21.4,93.2,72.9,0
9/4/22,66.8,86.5,6.7,8.5,15.5,999.9,93.2,74.1,0
9/5/22,67.9,86,6.7,5.5,11.7,999.9,93.2,72,0
9/6/22,69.3,87.7,6.7,6.8,11.7,999.9,95,73,0
9/7/22,76.6,87.1,6.7,6.2,9.7,999.9,95,77.2,0
9/8/22,77.3,82.6,6.3,5.2,15.5,27.2,94.6,74.5,1.33
9/9/22,76.4,85.5,6.7,4,9.7,999.9,94.6,74.5,0
9/10/22,76.4,87,6.6,3.8,7.8,999.9,96.8,74.7,0
9/11/22,73.8,87,5.9,4,9.7,999.9,95.7,73.6,0
9/12/22,68.2,87.5,6.7,6.2,13.6,999.9,96.8,73.2,0
9/13/22,68.6,88.7,6.7,4.6,9.7,999.9,98.6,72.5,0
9/14/22,67.8,87.2,6.7,5.3,13.6,19.4,96.8,72.1,0
9/15/22,66.2,86.9,6.7,4.7,7.8,17.5,95.4,71.8,0
9/16/22,70.8,87.7,6.6,4.4,7.8,999.9,96.8,72.1,0
9/17/22,74.2,89.7,5.5,3.9,7.8,999.9,98.6,74.5,0
9/18/22,74.6,89.1,5.3,4.9,33,44.7,100.4,75.2,0
9/19/22,75.4,88.3,5.7,3.9,7.8,999.9,98.6,77.2,0.2
9/20/22,74.1,85.4,6.3,5.3,15.5,999.9,96.8,76.8,0
9/21/22,74.8,84.6,6.7,4.9,7.8,999.9,93.4,74.1,0
9/22/22,75.2,84.3,6.5,4.2,9.7,999.9,93.2,74.1,0
9/23/22,73.3,85.9,6.3,6.1,9.7,999.9,93.2,74.5,0
9/24/22,72.7,85.3,6.4,4.7,7.8,999.9,93.2,73.6,0
9/25/22,73.4,85.9,6.3,4,7.8,999.9,95,73.2,0
9/26/22,71.8,86.7,6.7,5.1,9.7,999.9,96.8,73,0
9/27/22,74.5,87.6,6.7,5.8,13.6,999.9,95,73.8,0
9/28/22,74.4,87,6.7,5.3,9.7,999.9,96.8,73.9,0
9/29/22,75.3,86.9,6.7,5.9,9.7,999.9,95,73.9,0
9/30/22,76.2,81,6.7,5.8,13.6,25.3,92.1,74.5,0.06
10/1/22,77.2,82.9,6.7,4.7,19.4,999.9,91.4,74.1,0.07
10/2/22,77.6,85.1,6.7,4.9,7.8,999.9,93.2,74.1,0.57
10/3/22,77.4,86,6.7,3.2,7.8,999.9,95,73.9,0.1
10/4/22,77.6,88.3,6.6,3.5,5.8,999.9,98.6,73.6,0
10/5/22,76.4,86.6,6.3,5.3,9.7,999.9,95.7,75.2,0.17
10/6/22,75,85.7,6.7,4.8,9.7,999.9,95,74.5,0
10/7/22,68.3,78.7,6.7,9.2,11.7,999.9,91.9,68.7,0
10/8/22,67.8,78.6,6.7,6.2,11.7,999.9,87.4,68,0
10/9/22,62.7,75.8,6.7,14.6,21.4,999.9,86.7,66.4,0
10/10/22,48.3,72.9,6.7,12.6,21.4,27.2,86.2,61.5,0
10/11/22,45.1,73.2,6.7,7.9,13.6,999.9,82.4,57.2,0
10/12/22,48.8,74.7,6.7,7.1,13.6,999.9,84.2,57.2,0
10/13/22,54.9,78.9,6.7,6.9,13.6,999.9,87.8,58.6,0
10/14/22,55.3,79.7,6.2,9,13.6,19.4,87.8,63.5,0
10/15/22,55.2,80.2,6.7,9.5,15.5,999.9,89.6,64.8,0
10/16/22,55.9,82.9,6.7,11.6,15.5,25.3,89.6,69.8,0
10/17/22,52,81,6.2,15.9,21.4,999.9,89.4,67.3,0.02
10/18/22,45,74.7,6.2,14.5,19.4,27.2,83.7,65.3,0
10/19/22,46.5,73,6.7,7.1,13.6,999.9,78.8,63.9,0
10/20/22,56.3,76.4,6.7,3.9,9.7,999.9,86,63.5,0
10/21/22,62.9,79.7,6.2,3.2,7.8,999.9,91.4,63.3,0
10/22/22,55.7,81.3,6.4,6.1,15.5,999.9,95,64.4,0
10/23/22,61.4,83.3,6.7,6.9,13.6,999.9,93.2,65.7,0
10/24/22,65.6,80.7,6.7,4.3,7.8,999.9,92.8,66.6,0
10/25/22,64.7,77.9,6.7,5.4,9.7,999.9,88.7,63.3,0
10/26/22,64.9,77.3,6.7,4.2,5.8,999.9,86,62.8,0
10/27/22,66.2,79.3,6.7,4.5,11.7,999.9,89.6,64,0
10/28/22,61.3,78.4,6.7,9.2,15.5,999.9,87.8,67.5,0
10/29/22,61.8,75.7,6.7,12.8,17.5,27.2,86.4,67.6,0
10/30/22,60.4,76.3,6.7,12.2,21.4,999.9,84.2,67.6,0
10/31/22,56.2,76.9,6.7,15.9,23.3,33,84.2,68.5,0
11/1/22,56.1,76.1,6.7,15.4,23.3,33,82.4,67.5,0.01
11/2/22,62.2,66.7,6.4,11.3,15.5,999.9,79.2,62.8,0.06
11/3/22,66,67.7,5.4,7.4,11.7,999.9,71.6,63,0.25
11/4/22,63.4,66.6,5.9,10.1,13.6,999.9,71.6,61.9,0.21
11/5/22,60.8,65.4,6.7,7.5,13.6,999.9,71.8,60.6,0.19
11/6/22,63.8,66.7,6.4,2.8,5.8,999.9,71.8,60.6,0.27
